Re,St,Cd
1488.66,0.19,0.93
85.89,0.14,1.16
103.07,0.15,1.24
433.47,0.17,0.99
216.08,0.18,1.24
4828.77,0.26,0.64
23.32,0.17,1.29
315.74,0.18,1.08
174.6,0.19,1.12
2543.61,0.24,0.77
235.14,0.19,1.09
4176.42,0.27,0.69
3186.01,0.27,0.72
167.37,0.18,1.1
523.81,0.23,0.89
325.42,0.19,1.04
3290.16,0.2,0.82
1994.21,0.26,0.64
253.35,0.17,1.16
2167.7,0.23,0.73
4313.2,0.22,0.65
376.26,0.15,1.17
94.54,0.18,1.14
791,0.23,0.81
3165.08,0.22,0.76
41.5,0.17,1.19
245.29,0.17,1.09
104.78,0.15,1.2
91.21,0.18,1.16
563.73,0.22,0.93
570.76,0.2,0.93
1424.86,0.23,0.85
1012.22,0.2,0.93
4024.88,0.22,0.7
952.72,0.26,0.68
1712.9,0.23,0.78
2341.91,0.23,0.74
107.96,0.14,1.22
2301.69,0.25,0.75
173.79,0.14,1.04
45.1,0.17,1.25
1488.64,0.19,0.95
2951.89,0.27,0.75
801.53,0.18,0.92
229.55,0.17,1.15
3303.43,0.24,0.69
749.67,0.19,0.85
3953.42,0.22,0.75
717.2,0.2,1
2624.19,0.2,0.83
2004.99,0.25,0.76
515.11,0.22,0.87
2239.95,0.26,0.56
1408.92,0.16,1.03
2943.31,0.22,0.74
654.25,0.19,1.12
392.06,0.23,0.9
167.82,0.14,1.21
2778.93,0.22,0.82
3303.72,0.21,0.82
1061.07,0.16,0.99
709.25,0.22,0.92
1452.3,0.18,1.01
82.31,0.2,1.12
960.12,0.23,0.89
258.99,0.15,1.13
1936.41,0.22,0.81
771.66,0.21,0.83
333.7,0.16,1.07
1497.49,0.18,0.92
87.42,0.18,1.18
86.14,0.14,1.33
3410.86,0.18,0.84
2688.52,0.25,0.75
291.44,0.17,1.07
1143.24,0.21,0.76
376.51,0.19,1.02
1369.32,0.19,0.88
2401.27,0.29,0.58
309.67,0.18,0.98
1387.3,0.23,0.9
1302.22,0.27,0.76
383.02,0.18,1.08
1578.06,0.19,0.96
1512.08,0.26,0.69
1592.04,0.23,0.83
219.12,0.14,1.14
304.97,0.23,0.96
285.45,0.16,1.1
133.94,0.16,1.1
111.84,0.14,1.23
1001.25,0.18,1.12
277.51,0.17,1.12
3416.76,0.25,0.69
578.3,0.19,1.04
679.59,0.18,0.83
488.11,0.22,0.92
2977.73,0.24,0.75
1891.22,0.25,0.74
1384.71,0.19,0.96
86.83,0.18,1.06
2961.59,0.29,0.61
169.64,0.15,1.17
577.13,0.17,0.98
3412.1,0.23,0.78
3156.18,0.26,0.78
1125.93,0.19,0.98
2442.6,0.28,0.69
4190.18,0.26,0.67
3134.65,0.29,0.58
672.35,0.23,0.84
935.89,0.2,0.83
4309.25,0.27,0.63
2897.62,0.26,0.66
234.82,0.17,1.02
1404.42,0.16,0.97
124.38,0.14,1.19
1203.38,0.23,0.86
339.93,0.19,1
3995.09,0.26,0.71
4798.69,0.28,0.6
119.95,0.15,1.2
2575.21,0.22,0.81
3081.93,0.25,0.79
1957.95,0.25,0.78
4178.47,0.28,0.61
179.99,0.2,1.09
844.92,0.27,0.88
2190.69,0.19,0.87
1396.14,0.23,0.73
599.24,0.24,0.85
2562.91,0.24,0.79
2779.22,0.24,0.86
949.29,0.23,0.93
1290.88,0.2,0.96
678.12,0.22,0.85
249.2,0.2,0.93
1047.63,0.21,0.87
2881.61,0.24,0.72
2812.87,0.26,0.7
2222.83,0.26,0.7
855.5,0.19,0.98
3026.86,0.22,0.64
482.09,0.19,0.99
1231.73,0.17,1.25
100.5,0.13,1.28
2901.1,0.29,0.46
575.59,0.18,1
709.39,0.22,0.81
866.63,0.26,0.73
94.79,0.18,1.12
26.64,0.15,1.27
4473.67,0.29,0.4
375.86,0.19,1.03
4077.39,0.22,0.78
762.13,0.22,0.88
505.87,0.23,0.89
361.66,0.19,1.01
772.79,0.17,1.02
1282.9,0.24,0.85
3301.94,0.21,0.83
120.47,0.14,1.18
205.56,0.2,1.01
2785.77,0.23,0.95
139.51,0.12,1.32
220.99,0.18,1
346.59,0.15,1.13
4271.17,0.22,0.73
2663.69,0.24,0.67
3828.72,0.28,0.6
1156.78,0.24,0.84
699.29,0.2,0.94
2160.71,0.23,0.87
403.33,0.19,1.04
223.3,0.2,1.12
237.17,0.15,1.11
847.77,0.21,0.89
125.05,0.15,1.2
392.58,0.2,1
1655.36,0.2,0.97
4055.7,0.23,0.71
25.56,0.14,1.39
515.41,0.19,0.97
310.5,0.17,1.08
97.05,0.17,1.08
4156.06,0.27,0.6
3224.07,0.28,0.63
272.91,0.17,1.07
4497.57,0.29,0.61
1415.25,0.2,0.86
3569.46,0.23,0.73
1381.29,0.16,0.91
276.44,0.16,1.1
3564.25,0.24,0.65
96.78,0.15,1.19
1457.51,0.18,0.93
3433.41,0.29,0.6
1032.17,0.21,0.87
70.41,0.16,1.27
1166.73,0.25,0.79
182.56,0.19,1
1099.78,0.23,0.91
51.16,0.15,1.23
3457.28,0.23,0.73
1195.23,0.19,0.93
210.14,0.16,1.08
378.95,0.17,1.04
224.91,0.15,1.18
4918.49,0.23,0.64
1486.3,0.19,0.94
488.91,0.21,1.01
241.02,0.18,1.03
1019.4,0.2,0.96
1206.83,0.17,1.1
3253.35,0.2,0.83
199.19,0.17,1.03
2784.63,0.22,0.64
41.4,0.18,1.2
1415.73,0.23,0.82
2734.81,0.22,0.75
805.46,0.19,0.86
4739.74,0.29,0.54
3152.79,0.28,0.61
374.87,0.17,1.07
4202.93,0.26,0.55
282.66,0.14,1.16
761.87,0.19,1.14
2939.57,0.21,0.8
21.62,0.18,1.25
836.48,0.19,0.97
4306.27,0.28,0.67
2539.09,0.24,0.76
2229.88,0.22,0.78
389.3,0.19,1.04
139.48,0.19,1.03
1284.09,0.17,0.94
119.76,0.15,1.23
48.67,0.14,1.26
164.96,0.16,1.13
985.61,0.27,0.82
29.32,0.14,1.37
1558.05,0.24,0.75
199.29,0.15,1.37
1402.55,0.26,0.76
3409.96,0.24,0.78
2103.05,0.19,0.89
2806.58,0.28,0.59
288.52,0.21,0.77
278.53,0.19,0.89
3218.09,0.24,0.7
233.7,0.19,1.05
2373.08,0.26,0.68
2744.02,0.23,0.76
169.99,0.2,1.08
100.41,0.15,1.18
668.36,0.19,0.93
2262.44,0.23,0.73
1437.89,0.23,0.74
1766.74,0.23,0.88
2148.45,0.22,0.85
3984.7,0.24,0.78
51.33,0.17,1.21
391.49,0.2,0.96
2157.34,0.22,0.55
612.53,0.22,1.1
3230.48,0.19,0.75
1099.69,0.24,0.85
2182.07,0.2,0.82
364.57,0.18,0.88
794.48,0.21,1.02
297.81,0.15,1.1
167.9,0.16,1.16
135.12,0.14,1.17
4806.36,0.21,0.69
1357.96,0.22,0.94
263.38,0.16,1.01
236.83,0.15,1.18
763.17,0.18,0.93
3304.9,0.27,0.51
74.05,0.13,1.32
3985.6,0.23,0.73
4182.46,0.24,0.67
3573.26,0.23,0.72
4650.84,0.29,0.33
1128.05,0.16,0.96
4763.28,0.21,0.69
3578.1,0.28,0.66
4512.02,0.28,0.6
175.84,0.17,1.09
351.24,0.15,1.16
138.06,0.15,1.22
1157.02,0.23,0.79
2822.49,0.24,0.63
1156.65,0.21,0.89
4715.78,0.24,0.65
2447.4,0.25,0.69
377.46,0.18,1.05
1172.3,0.19,0.88
893.02,0.22,0.82
117.18,0.18,1.05
100.12,0.17,1.13
1197.55,0.22,0.78
666.8,0.2,0.87
454.94,0.23,0.91
547.14,0.2,0.9
304.94,0.18,1.18
191.46,0.2,1.1
1483.24,0.21,0.87
1395.26,0.25,0.8
4183.32,0.23,0.78
52.3,0.14,1.32
2988.09,0.25,0.79
3175.34,0.25,0.72
3642.89,0.23,0.68
3398.34,0.2,0.91
594.73,0.22,0.84
156.17,0.16,1.15
2341.2,0.19,0.84
758.36,0.19,0.98
1000.88,0.19,0.93
3597.25,0.23,0.7
132.58,0.12,1.36
862.67,0.17,1.02
4640.29,0.28,0.57
165.47,0.17,1.11
2416.42,0.28,0.6
365.38,0.18,1.04
782.87,0.2,1.08
1530.73,0.22,0.81
1880.89,0.21,0.83
3093.15,0.23,0.75
358.71,0.2,1.1
2860.63,0.25,0.75
3203.33,0.2,0.88
1470.48,0.2,0.82
2752.49,0.26,0.71
2404.33,0.26,0.67
193.22,0.14,1.12
666.09,0.2,0.91
473.42,0.19,0.9
1561.28,0.26,0.77
321.24,0.16,1
79.77,0.18,1.16
850.25,0.26,0.8
1193.17,0.26,0.72
977.27,0.2,0.93
730.24,0.17,0.88
3461.25,0.23,0.75
89.58,0.16,1.15
2540.74,0.27,0.73
2321.68,0.25,0.54
1412.68,0.18,0.9
224.15,0.15,1.11
214.88,0.14,1.2
25.73,0.13,1.29
87.68,0.17,1.15
55.67,0.14,1.25
4340.34,0.22,0.61
266.05,0.16,1
141.88,0.12,1.49
590.73,0.19,1.08
154.02,0.18,1.24
515.4,0.2,1.03
264.18,0.17,1.12
2979.41,0.23,0.83
4014.21,0.23,0.78
21.07,0.14,1.27
1068.48,0.25,0.75
881.73,0.22,0.89
3234.69,0.22,0.82
779.01,0.23,0.83
309.79,0.19,1.05
82.6,0.14,1.25
86.14,0.15,1.24
214.71,0.16,1.19
343.81,0.15,1.08
812.64,0.17,1.05
345.53,0.17,1.1
779.74,0.23,1.08
146.17,0.15,1.27
292.08,0.17,1.04
2007.34,0.27,0.74
137.82,0.15,1.16
114.61,0.19,1.1
397.24,0.17,1.15
2495.98,0.2,0.85
929.16,0.23,0.83
481.59,0.22,1.06
1303.38,0.21,0.82
873.32,0.21,1.07
2763.76,0.23,0.78
93.52,0.19,1.12
397.61,0.18,1.07
2234.64,0.25,0.62
2852.38,0.25,0.69
278.45,0.2,0.89
138.68,0.16,1.17
3388,0.2,0.79
1323.22,0.22,0.91
633.78,0.21,0.92
1799.72,0.2,0.89
3269.41,0.25,0.74
1258.4,0.19,0.98
3693.47,0.27,0.78
4932.85,0.24,0.7
194.18,0.17,1.14
487.28,0.18,0.87
662.32,0.2,0.96
2599,0.28,0.66
148.83,0.13,1.25
3176.14,0.22,0.69
2416.81,0.22,0.79
2600.62,0.26,0.74
1210.52,0.27,0.78
517.2,0.19,1.04
4261.07,0.24,0.69
1035.19,0.17,1.07
4997.19,0.23,0.64
232.22,0.23,0.91
333.85,0.17,1.13
1715.61,0.25,0.69
2830.66,0.24,0.75
41.55,0.14,1.23
110.32,0.18,1.2
397.52,0.15,1.14
1735.87,0.25,0.88
342.71,0.16,1.1
315.22,0.18,1.07
1776.07,0.21,0.76
1206.1,0.2,0.88
113.36,0.13,1.25
737.88,0.17,1.01
1148.03,0.17,0.98
3939.39,0.29,0.67
42.1,0.18,1.34
547.28,0.23,0.9
3770.45,0.21,0.62
2961.44,0.24,0.68
223.55,0.15,1.15
880.85,0.16,0.95
338.6,0.17,1.12
2685.91,0.25,0.68
614.3,0.16,1.07
3025.8,0.24,0.67
1878.27,0.24,0.65
129.12,0.15,1.22
316.06,0.2,0.98
184.25,0.18,1.13
98.83,0.18,1.09
1315.54,0.19,0.8
985.71,0.17,1
4023.44,0.26,0.62
2424.8,0.29,0.69
1315.07,0.2,0.95
389.03,0.17,1.17
2182.47,0.23,0.63
1245.13,0.21,0.78
124.02,0.19,1.02
912.95,0.23,0.8
526.23,0.22,0.94
162.06,0.15,1.13
391.86,0.15,1.13
4864.61,0.25,0.61
347.76,0.21,0.96
264.99,0.23,0.88
238,0.16,1.1
145.29,0.14,1.13
240.28,0.15,1.13
37.72,0.16,1.33
2871.53,0.27,0.69
990.64,0.21,0.96
963.38,0.23,0.92
291.41,0.19,0.96
578.63,0.19,0.97
69.76,0.16,1.23
230.63,0.18,0.87
750.76,0.23,0.85
886.13,0.18,0.91
140.62,0.18,1.1
3909.85,0.25,0.65
977.15,0.18,1
48.99,0.16,1.26
3221.44,0.26,0.74
118.99,0.19,1.11
4619.37,0.27,0.64
716.51,0.23,0.88
787.37,0.22,0.91
111.18,0.17,1.17
352.38,0.17,1.1
3201.35,0.2,0.63
589.33,0.23,0.81
1086.51,0.18,0.99
931.34,0.21,1.01
2373.9,0.23,0.73
2371.66,0.21,0.75
1090.93,0.23,0.9
1406.2,0.24,0.79
721.4,0.22,0.97
2930.92,0.21,0.9
4685.88,0.29,0.62
4060.76,0.28,0.55
332.02,0.17,1.08
2197.75,0.27,0.66
91.21,0.13,1.29
2952.97,0.22,0.68
1173.17,0.18,1.06
2720.94,0.25,0.71
3755.92,0.28,0.64
56.67,0.15,1.25
228.43,0.15,1.12
149.28,0.14,1.2
3721.23,0.22,0.76
291.83,0.18,1.06
270.4,0.2,0.97
1265.8,0.23,0.84
2334.05,0.22,0.79
1941.81,0.21,0.73
889.17,0.24,0.85
1427.87,0.22,0.87
112.62,0.16,1.16
2650.12,0.22,0.89
207.23,0.18,1.06
213.23,0.16,1.11
3447.64,0.25,0.8
2130.31,0.22,0.76
92.37,0.16,1.05
1870.45,0.25,0.75
2427.2,0.21,0.81
2355.78,0.24,0.7
92.98,0.15,1.29
914.5,0.19,1
325.03,0.17,1.06
128.85,0.16,1.17
149.06,0.17,1.1
4698.57,0.28,0.66
4682.51,0.21,0.71
970.51,0.21,0.96
98.71,0.12,1.33
1154.48,0.25,0.76
140.86,0.14,1.23
1289.66,0.23,0.88
1209.09,0.17,0.99
1952.37,0.23,0.74
3963.86,0.22,0.73
530.07,0.2,0.94
3272.72,0.22,0.91
975.43,0.2,0.93
847.79,0.23,0.91
306.96,0.15,1.18
361.08,0.16,1.11
2335.43,0.27,0.55
205.08,0.17,1.09
251.26,0.23,0.99
848.36,0.18,0.92
139.94,0.18,1.12
245.55,0.22,1.09
119.91,0.17,1.19
1191.16,0.2,0.92
946.53,0.23,0.86
749.22,0.17,0.97
95.11,0.18,1.09
2335.38,0.24,0.63
399.38,0.17,1.11
4957.44,0.3,0.58
62.23,0.15,1.23
204.66,0.16,1.04
327.59,0.15,1.03
1403.22,0.18,0.98
1036.04,0.16,0.99
358.56,0.14,1.25
131.75,0.14,1.25
305.83,0.2,1.1
766.17,0.16,0.98
1159.27,0.17,1.03
495.43,0.18,0.98
1080.78,0.23,0.82
4672.82,0.27,0.57
4009.25,0.23,0.73
1369.39,0.21,0.88
2802.83,0.23,0.8
256.08,0.2,1.06
269.6,0.19,1.08
3384.27,0.23,0.66
3380.27,0.26,0.68
253.11,0.18,1.11
389.27,0.2,1.04
2864.42,0.23,0.73
97.77,0.17,1.22
149,0.17,1.05
140.14,0.2,1.07
1598.03,0.28,0.73
700.88,0.2,0.94
3281.68,0.24,0.84
858.82,0.18,0.97
1036.32,0.22,0.86
1019.61,0.21,0.98
99.92,0.13,1.29
123.53,0.17,1.13
86.46,0.14,1.22
389.21,0.15,1.13
2555.46,0.23,0.7
86.86,0.18,1.16
2151.79,0.22,0.78
2891.34,0.24,0.81
3309.73,0.25,0.63
327.58,0.16,1.12
37.09,0.16,1.32
2042.24,0.27,0.66
336.21,0.17,1.06
347.87,0.23,1.15
1110.7,0.17,1.04
593.62,0.19,1
3147.46,0.21,0.67
260.17,0.15,1.04
990.78,0.24,0.87
57.78,0.16,1.21
2536.06,0.2,0.82
50.02,0.15,1.28
281.37,0.15,1.15
763.89,0.18,0.96
759.78,0.22,0.76
1214.85,0.21,0.89
3280.7,0.21,0.76
1290.81,0.22,0.98
1460.96,0.2,0.88
307.7,0.18,1.09
4180.35,0.26,0.65
211,0.2,1.04
397.2,0.19,1.03
885.68,0.21,0.94
374.79,0.24,0.81
3149.48,0.29,0.59
512.88,0.18,0.96
178.56,0.15,1.1
748.95,0.19,0.98
905.14,0.2,0.87
4803.76,0.28,0.63
133.68,0.14,1.26
4831.05,0.25,0.66
83.83,0.15,1.18
1017.92,0.2,0.83
3190.43,0.25,0.71
4612.02,0.28,0.67
23.53,0.13,1.36
800.42,0.2,0.86
3403.14,0.2,0.82
2936,0.22,0.65
1211.5,0.25,0.78
2414.24,0.22,0.91
853.75,0.22,0.96
1264.92,0.23,0.81
69.47,0.18,1.2
2043.64,0.25,0.78
209.82,0.15,1.25
215.46,0.14,1.18
974.33,0.21,0.91
4837.11,0.23,0.74
4213.8,0.24,0.66
3710.72,0.27,0.68
145.26,0.2,1.05
2790.64,0.22,0.71
4291.54,0.24,0.68
882.62,0.16,1.06
1267.84,0.17,1.02
103.54,0.17,1.18
299.36,0.19,1.03
48.07,0.13,1.29
903.95,0.22,0.85
247.48,0.16,1.09
917.85,0.24,0.73
3139.75,0.25,0.61
1173.42,0.18,0.98
4828.04,0.26,0.61
95.52,0.16,1.25
130.45,0.15,1.18
86.42,0.14,1.27
839.05,0.18,0.97
344.56,0.16,1.12
2055.44,0.22,0.75
1389.13,0.15,0.96
195.27,0.18,1.04
1173.07,0.18,0.94
824.63,0.24,0.81
1222.9,0.23,0.8
4989.22,0.21,0.83
341.7,0.23,0.89
1023.86,0.21,0.87
3261.28,0.24,0.68
3486.45,0.21,0.79
2576.72,0.24,0.73
116.58,0.18,1.15
857.48,0.19,1.01
324.16,0.16,1.16
136.49,0.13,1.25
910.96,0.2,0.88
95.42,0.18,1.17
211.62,0.18,1.05
1214.3,0.18,0.9
1136.7,0.2,0.91
2848.3,0.21,0.82
2813.09,0.29,0.65
797.33,0.22,0.9
247.67,0.23,0.87
2968.9,0.22,0.77
212.08,0.18,1.02
374.37,0.19,1.07
1996.25,0.25,0.59
183.88,0.17,1.07
2262.72,0.22,0.85
4996.24,0.25,0.66
354.94,0.15,1.1
176.24,0.16,1.1
3400.89,0.26,0.64
595.31,0.23,0.85
4749.72,0.22,0.73
167.12,0.2,1.08
1425.3,0.22,0.8
3890.46,0.21,0.64
486.53,0.16,1.13
315.75,0.2,1.02
459.29,0.2,1
2267.07,0.23,0.82
133.92,0.15,1.24
125.96,0.2,1.05
2333.59,0.25,0.64
3850.01,0.23,0.7
3186.77,0.22,0.8
3703.46,0.22,0.72
3241.68,0.2,0.9
211.06,0.18,1.03
4323.86,0.27,0.66
301.74,0.18,1.08
82.11,0.19,1.1
153.92,0.16,1.16
238.09,0.18,1.07
305.05,0.16,0.88
303.12,0.19,1.01
396.88,0.15,1.07
2119.13,0.22,0.8
285.5,0.15,1.12
2484.73,0.22,0.73
434.51,0.21,0.98
288.04,0.2,1.05
399.55,0.23,0.87
1285.07,0.17,0.97
240.25,0.17,1.09
4027.21,0.25,0.63
626.78,0.19,0.95
2170.63,0.25,0.65
386.15,0.19,1.02
352.54,0.2,0.99
4666.59,0.28,0.61
681.59,0.23,0.88
205.25,0.17,1.01
1465.29,0.16,0.87
21.11,0.18,1.24
1455.78,0.22,0.93
477.07,0.24,0.9
135.39,0.19,1
3009.6,0.27,0.67
1201.62,0.17,1.04
121.07,0.13,1.29
2642.42,0.26,0.7
4564.63,0.22,0.72
2093.36,0.2,0.88
4464.92,0.26,0.62
334.4,0.16,1.11
1218.18,0.2,0.91
128.37,0.15,1.1
3340.33,0.22,0.72
113.3,0.16,1.2
2584.94,0.25,0.69
675.65,0.22,0.9
1827.54,0.23,0.78
99.95,0.18,1.12
4121.32,0.24,0.69
4292.48,0.27,0.64
2223.89,0.26,0.65
1557.2,0.2,0.89
241.49,0.19,1.08
216.56,0.2,1
1023.72,0.2,0.89
2322.24,0.22,0.73
4295.97,0.23,0.72
3829.52,0.24,0.89
723.81,0.18,0.96
93.86,0.16,1.22
2815.96,0.27,0.74
992.33,0.16,0.99
2173.34,0.2,0.72
258.5,0.15,1.2
25.4,0.13,1.36
2477.64,0.25,0.79
908.98,0.2,0.88
178.79,0.2,1.01
88.47,0.15,1.24
840.58,0.24,0.89
1100.89,0.2,1.05
977.36,0.21,0.83
24.13,0.12,1.35
876.9,0.22,0.9
841.92,0.17,0.95
2631.74,0.28,0.66
41.85,0.15,1.27
296.89,0.18,1.07
1355.81,0.23,0.76
265.75,0.16,1.11
3470.53,0.26,0.7
803.25,0.17,1.12
38.95,0.17,1.21
570.94,0.22,0.92
3066.75,0.24,0.8
2501.08,0.23,0.75
222.26,0.2,1.03
90.22,0.18,1.17
3317.33,0.21,0.89
4799.04,0.22,0.74
844.66,0.25,0.8
162.42,0.15,1.2
843.8,0.21,0.97
60.05,0.16,1.21
3324.77,0.27,0.66
4099.42,0.23,0.72
1234.25,0.22,0.88
951.76,0.17,0.96
3130.45,0.21,0.81
2215.37,0.22,0.79
1845.74,0.2,0.72
826.97,0.17,0.87
4980.82,0.24,0.67
611.56,0.17,1.01
574.75,0.21,0.76
81.69,0.15,1.35
1970.92,0.2,0.92
389.49,0.14,1.11
811.03,0.23,0.85
4812.3,0.24,0.69
351.86,0.16,1.14
1359.77,0.22,0.91
1258.18,0.17,0.9
1049.4,0.22,0.87
1101.58,0.23,0.83
330.14,0.2,0.94
3077.61,0.2,0.83
364.34,0.16,1.05
116.55,0.19,1.11
1203.51,0.2,0.9
1112.98,0.19,0.94
3305.4,0.25,0.74
953.37,0.17,0.98
4813.7,0.28,0.53
172.59,0.15,1.19
86.11,0.12,1.3
930.86,0.21,0.91
1039.95,0.2,0.95
122.33,0.14,1.11
126.96,0.13,1.32
784.84,0.17,1.01
2959.7,0.26,0.73
532.91,0.16,1.09
240.56,0.14,1.13
4666.38,0.22,0.69
4302.84,0.26,0.64
4654.65,0.24,0.51
3157.88,0.24,0.68
833.03,0.25,0.81
109.16,0.14,1.28
904.02,0.2,1
49.43,0.12,1.18
3656.09,0.23,0.66
106.09,0.16,1.15
146.99,0.17,1.11
269.62,0.21,0.95
3281.78,0.25,0.78
4940.03,0.27,0.59
1000.31,0.17,1
159.4,0.16,1.13
131.83,0.16,1.12
4811.86,0.25,0.82
1270.4,0.23,0.8
948.2,0.21,0.91
206.66,0.18,1.02
296.52,0.16,1.07
233.49,0.18,1.07
220.95,0.19,1.09
1364.88,0.19,0.82
948.71,0.24,0.75
1448.24,0.18,0.86
1264.52,0.27,0.72
112.65,0.15,1.28
3342.12,0.23,0.89
259.71,0.17,1.1
959.07,0.21,0.88
2776.42,0.26,0.66
101.74,0.14,1.17
198.28,0.17,1.14
1446.65,0.23,0.81
529.21,0.18,0.99
2942.24,0.19,0.86
236.33,0.18,1.11
63.74,0.13,1.26
1214.22,0.21,0.79
96,0.16,1.33
1289.7,0.19,0.96
1050.54,0.23,1.02
2336.54,0.26,0.65
335.93,0.17,1.11
1063.53,0.23,0.9
406.9,0.16,1.07
1454.96,0.22,0.86
97.09,0.14,1.28
2238.9,0.24,0.61
704.38,0.22,0.87
2868.1,0.29,0.53
2802.03,0.27,0.75
2770.02,0.22,0.73
135.74,0.19,1.06
32.35,0.13,1.3
1246.53,0.19,0.89
890.05,0.21,0.97
614.14,0.19,1.01
108.2,0.16,1.11
282.8,0.2,1.1
664.5,0.2,0.95
95.75,0.14,1.2
3055.79,0.22,0.77
364.72,0.15,1.18
1170.38,0.21,0.41
1342.4,0.17,0.75
766.25,0.21,0.9
1094.56,0.21,0.85
1632.71,0.25,0.66
1752.58,0.19,0.86
165.46,0.18,1.1
82.48,0.16,1.14
123.66,0.12,1.43
356.65,0.21,0.98
2995.5,0.26,0.72
1181.63,0.18,0.94
307.49,0.17,1.05
87.52,0.17,1.1
249.29,0.15,1.14
93.95,0.17,1.18
226.06,0.18,1.17
349.59,0.17,1.04
535.9,0.22,0.95
1126.15,0.17,1
160.9,0.21,1.02
344.19,0.18,1
82.59,0.15,1.43
1815.08,0.25,0.71
782.68,0.21,0.85
179.07,0.18,1.08
845.05,0.21,0.91
193.35,0.18,1.09
125.44,0.12,1.3
1490.65,0.22,0.82
206.9,0.19,1.12
1386.59,0.22,0.9
323.06,0.15,1.12
286.58,0.2,1.12
1926.1,0.19,0.87
2682.52,0.27,0.61
360.73,0.16,1
298.78,0.17,1.09
1944.08,0.19,0.93
3875.26,0.23,0.77
4640.89,0.23,0.73
1328.01,0.21,0.88
3275.87,0.19,0.66
1390.01,0.16,1.02
166.68,0.19,1.12
1298.43,0.2,0.87
274.72,0.18,0.94
3424.86,0.23,0.82
368.5,0.14,1.16
113.59,0.2,1.06
3303.14,0.23,0.79
608.9,0.24,0.92
36.67,0.13,1.28
2309.05,0.26,0.74
1130.38,0.17,0.98
381.13,0.16,1.14
467.14,0.17,1.1
139.61,0.14,1.23
1485.61,0.21,0.88
294.75,0.15,1.13
2004.87,0.28,0.66
4533.22,0.29,0.62
160.65,0.14,1.22
2775.37,0.22,0.75
3450.46,0.26,0.72
3835.37,0.25,0.66
558.83,0.18,1
2529.21,0.23,0.79
839,0.26,0.77
1645.66,0.23,0.72
4136.35,0.25,0.63
139.32,0.17,1.18
4356.44,0.26,0.54
2168.53,0.23,0.74
1055.97,0.23,0.78
105.82,0.18,1.23
1421.08,0.16,1.01
163.11,0.16,1.15
3752.32,0.21,0.7
366.63,0.15,1.23
176.26,0.14,1.17
3678.76,0.27,0.65
1287.97,0.21,0.87
339.73,0.17,1.1
309.52,0.25,0.94
987.36,0.21,0.9
254.37,0.16,1.1
645.82,0.23,0.86
3823.53,0.23,0.66
579.09,0.16,1.03
216.75,0.2,1.01
1597.86,0.23,0.79
521.57,0.21,0.95
2597.97,0.25,0.76
1765.18,0.22,0.81
751.46,0.17,0.96
3334.73,0.24,0.6
3291.72,0.28,0.55
181.53,0.15,1.18
208.35,0.17,1.15
130.49,0.18,1.11
249.75,0.16,1.09
2239.08,0.25,0.71
3222,0.26,0.71
999.61,0.2,0.88
1548.2,0.27,0.73
146.3,0.15,1.11
386.37,0.16,1.11
2007.25,0.23,0.8
3133.62,0.24,0.67
1213.92,0.2,0.83
4357.33,0.3,0.59
1651.38,0.21,0.79
48.99,0.14,1.25
591.07,0.21,0.92
76.65,0.15,1.26
530.19,0.21,0.9
634.18,0.16,1.05
2776.35,0.25,0.65
3313.4,0.19,0.84
2796.29,0.24,0.64
2815.12,0.22,0.76
402.23,0.22,0.89
227.84,0.16,1.13
52.38,0.13,1.12
2264.56,0.22,0.81
293.44,0.14,1.15
3336.31,0.27,0.55
227.11,0.19,0.98
195.91,0.15,1.15
392.14,0.15,1.13
4497.16,0.26,0.63
3321.56,0.22,0.78
3380.84,0.19,0.87
2183.85,0.25,0.7
1060.86,0.19,0.96
212.52,0.22,0.92
613.83,0.19,0.94
344.53,0.16,1.03
489.85,0.16,1.04
153.87,0.16,1.12
1015.7,0.22,0.89
1199.56,0.23,0.87
275.4,0.19,1.1
2058.16,0.22,0.77
2185.89,0.24,0.73
493.32,0.17,1.09
2093.23,0.26,0.73
149.71,0.18,1.11
346.07,0.15,1.06
4312.59,0.26,0.66
1330.91,0.18,0.94
508.97,0.2,0.83
1506.01,0.21,0.9
3864.9,0.28,0.62
283.32,0.16,1.16
582.54,0.22,1.05
720.2,0.2,0.97
1292.89,0.16,0.95
133.54,0.19,1.08
296.22,0.16,1.24
2560.85,0.26,0.58
1606.49,0.25,0.76
3122.1,0.25,0.66
1088.11,0.23,0.69
246.13,0.16,1.12
564.23,0.22,0.92
1256.7,0.2,0.93
369.55,0.18,1.06
417.58,0.16,1.26
566.93,0.23,1.07
991.62,0.22,0.91
4212.44,0.24,0.68
4232.39,0.22,0.66
1137.45,0.23,0.75
4376.31,0.26,0.64
140.66,0.17,1.07
183.38,0.14,1.2
345.03,0.15,1.08
4624.56,0.24,0.69
1749.37,0.21,0.78
3418.59,0.2,0.81
2629.63,0.22,0.77
3942.25,0.29,0.61
202.45,0.17,1.11
838.12,0.2,0.92
2916.94,0.24,0.76
3249.42,0.24,0.74
121.77,0.17,1.27
3824.3,0.22,0.78
1445.83,0.25,0.71
316.43,0.17,1.13
242.07,0.21,0.98
3420.41,0.28,0.42
505.3,0.21,0.98
1094.75,0.16,1
678.36,0.23,0.83
4648.15,0.24,0.69
160.25,0.14,1.12
3494.53,0.23,0.68
